 	Identification	Name	Group of collection	Collection		Strain type		Synonyms	Reference équilibre	Date d'isolement	T ° of incubation	Bibliography	Sequence reference	Private Strain	Genotype	strain MOT	Wanted MTA	GMO strain	Restrictions on the dissemination	History of deposit	Isolated from	Properties	Classification	Clinical shape	Phenotype	Comments	Sequence reference	pathogenicity	Lieu	Classe emballage	Atmosphère incubation	Medium 
393	PCC 8983	Oscillatoria	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. Rippka as Oscillatoria FB4.1 <- (l) L. Nicolas	Inlet of sewage lagoon	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Fabrège, Mediterranean coast, France	B	Aerobic	1539
394	PCC 8985	Leptolyngbya	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. Rippka: strain FB4.4 <- (l) L. Nicolas	Inlet of sewage lagoon	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd Gas vesicles: nd 							Fabrège, Mediterranean coast, France	B	Aerobic	1539
395	PCC 8987	Chroococcus	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. Rippka as Chroococcus turgidus SM.3 <- (l) L. Nicolas	Salt marsh, Salicorna habitat, Lafarge factory	%G+C: nd Genome size (Gdal): nd Nutrition: obligate autotroph Salt tolerance: marine N2 fixation: nd Pigments C-PE: - Pigments PEC: nd CCA: - W/D (vegetatives cells): 22 - 26 W/D (transient stages): n/a Motility: permanent Gas vesicles: - 							Fos sur mer, Mediterranean coast, France	B	Aerobic	1540
396	PCC 8989	Oscillatoria	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. Rippka as Oscillatoria SM.5 <- (l) L. Nicolas	Salt marsh, Salicorna habitat, Lafarge factory	%G+C: nd Genome size (Gdal): nd Nutrition: photoheterotroph Salt tolerance: euryhaline N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): 4 - 4.5 W/D (transient stages): n/a Motility: permanent Gas vesicles: nd 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Fos sur mer, Mediterranean coast, France	B	Aerobic	1534
397	PCC 8990	Synechocystis	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. Rippka as Synechocystis SM.6 <- (l) L. Nicolas	Salt marsh, Salicorna habitat, Lafarge factory	%G+C: 47.9 Genome size (Gdal): 1.81 Nutrition: photoheterotroph Salt tolerance: euryhaline N2 fixation: nd Pigments C-PE: - Pigments PEC: nd CCA: - W/D (vegetatives cells): 2.3 - 2.6 W/D (transient stages): n/a Motility: - Gas vesicles: - 							Fos sur mer, mediterranean coast, France	B	Aerobic	1553
398	PCC 8991	Synechococcus	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. Rippka as Synechococcus SM.8 <- (l) L. Nicolas	Salt marsh, Salicorna habitat, Lafarge factory	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd Gas vesicles: - 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Fos sur mer, Mediterranean coast, France	B	Aerobic	1546
399	PCC 8992	Lyngbya	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. Rippka: strain SM.9 <- (l) L. Nicolas	Salt marsh, Salicorna habitat, Lafarge factory	%G+C: nd Genome size (Gdal): nd Nutrition: photoheterotroph Salt tolerance: marine N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): 12 - 13 W/D (transient stages): n/a Motility: transient Gas vesicles: - 				Notice :  This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.      			Fos sur mer, Mediterranean coast, France	B	Aerobic	1550
400	PCC 9001	Synechococcus	Cyanobactéries	PCC	407						22°			false		false	false	false		S. Panyim: strain 1	Water, canal in Talingchan District (c. 29 °C, pH 5-7)	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): < 2 W/D (transient stages): n/a Motility: nd Gas vesicles: - 							Bangkok, Thaïland	B	Aerobic	1539
401	PCC 9002	Synechococcus	Cyanobactéries	PCC	407						22°			false		false	false	false		S. Panyim: strain 2	Pond in Kasetsart University (c. 29 °C, pH 5-7)	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd CCA: nd Pigments PEC: nd W/D (vegetatives cells): < 2 W/D (transient stages): n/a Motility: nd Gas vesicles: - 							Bangkok, Thaïland	B	Aerobic	1539
402	PCC 9003	Synechococcus	Cyanobactéries	PCC	407						22°			false		false	false	false		S. Panyim: strain 3 	Jar left in open air (c. 35 °C), experimental rice station	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd Gas vesicles: - 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Pratumtani Province, outside Bangkok, Thailand	B	Aerobic	1539
403	PCC 9004	Synechococcus	Cyanobactéries	PCC	407						22°			false		false	false	false		S. Panyim: strain 4 	Water, canal in Bangkrany (c. 28 °C, pH 6.5-7)	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Phages (res): AS-1M Motility: nd Gas vesicles: - 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.			Nonthaburi Province, Thaïland	B	Aerobic	1539
404	PCC 9005	Cyanobium	Cyanobactéries	PCC	407						22°C°			false		false	false	false		S. Panyim: strain 5 	Large pond (c. 28°C, pH 6-7)	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Phages (res): AS-1M Motility: nd Gas vesicles: - 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.			Talingchan District, Bangkok, Thailand	B	Aerobic	1539
405	PCC 9006	Prochlorothrix	Cyanobactéries	PCC	407				CCMP 682;CCAP 1490/1;SAG 10.89	01-01-1984	22°	Nature, 1986, 320, 262-264; Inter. J. Syst. Bacteriol., 1989, 39, 250-257; Res. Microbiol., 1997, 148, 345-354.		false		false	false	false		R. Rippka <- (I) T. Burger-Wiersma as Prochlorothrix hollandica	Water, lake	%G+C: 51.6 Genome size (Gdal): 3.37 Nutrition: nd N2 fixation: - Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: - Gas vesicles: permanent 				GCA_000341585.2			Lake Loosdrecht,The Netherlands	B	Aerobic	1552
406	PCC 9008	Calothrix	Cyanobactéries	PCC	407			Gloeotrichia sp.	DCC D0636 as Gloeotrichia sp.	01-01-1979	22°			false		false	false	false		R. Rippka <- (l) Durham Culture Collection as Gloeotrichia sp. D0636 <-1982,  A. H. A. Al-Mousawi	Soil, rice field	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: + Pigments PEC: - CCA: + W/D (vegetatives cells): nd W/D (transient stages): nd Motility: transient Gas vesicles: transient, dispersed 							S. Marshes, Iraq	B	Aerobic	1547
407	PCC 9009	Tolypothrix	Cyanobactéries	PCC	407			Scytonema hofmanni	UTEX 2349 as Scytonema hofmanni;UTEX 1581 as Scytonema hofmanni		22°	J. Phycol., 1987, 23 (Suppl.), 1-47.		false		false	false	false		R. Rippka <- (P) R. C. Starr as Scytonema hofmanni UTEX 2349 <- F. Gleason, axenic subisolate of UTEX B 1581	Rocks, Gorge trail	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): nd Motility: transient 				GCA_000582685.1			Watkins Glen state Park, New York, USA	B	Aerobic	1547
408	PCC 9010	Pseudanabaena	Cyanobactéries	PCC	407						22°			false		false	false	false		R. M. Nodar Lopez <- (l) L. Thiery as Pseudanabaena DO4/b	Water, storage basin of purification plant	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 							Orly, France	B	Aerobic	1539
409	PCC 9011	Geitlerinema	Cyanobactéries	PCC	407						22°			false		false	false	false		R. M. Nodar Lopez <- (l) L. Thiery: strain 2.2	Fish, farm pond	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent 							Landjia, Central African Republic	B	Aerobic	1539
410	PCC 9012	Leptolyngbya	Cyanobactéries	PCC	407						22°			false		false	false	false		R. M. Nodar Lopez & R. Rippka <- (l) I. Thiery: strain M 14.2	Water, edge of lake Berre	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd 							Fos sur mer, Mediterranean coast, France	B	Aerobic	1539
411	PCC 9013	Leptolyngbya	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. M. Nodar Lopez & M. J. Acea: strain LPP 23.1	Soil, natural soil over limestone pH 8.3	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd Gas vesicles: permanent, dispersed 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.			Morrocoy, Venezuela	B	Aerobic	1539
412	PCC 9014	Oscillatoria	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. M. Nodar Lopez & M. J. Acea: strain LPP 23.2	Soil, natural soil over limestone pH 8.3	%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: euryhaline N2 fixation: aerobic Pigments C-PE: + Pigments PEC: - CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gas vesicles: - 							Morrocoy, Venezuela	B	Aerobic	1554
413	PCC 9015	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. M. Nodar Lopez <- (l) R. Rippka as Pseudanabaena SM.1 <- (I) L. Nicolas	Salt marsh, Salicorna habitat Lafarge factory	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 							Fos sur mer, Mediterranean coast, France	B	Aerobic	1534
414	PCC 9016	Pseudanabaena	Cyanobactéries	PCC	407						22°			false		false	false	false		R. M. Nodar Lopez <- (l) R. Rippka as Pseudabaena P62 1987 <- M. Magot	Water, lagoon	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 							Port Gentil, Gabon	B	Aerobic	1534
415	PCC 9017	Nostoc	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. Rippka as Nostoc FB.4 <- (l) L. Nicolas	Inlet of sewage lagoon	%G+C: nd Genome size (Gdal): nd N2 fixation: aerobic Nutrition: nd Pigments C-PE: + Pigments PEC: - CCA: nd W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd 							Fabrège, Mediterranean coast, France	B	Aerobic	1547
416	PCC 9018	Planktothrix 	Cyanobactéries	PCC	407					01-01-1990	22°C°			false		false	false	false		"R. Rippka as Oscillatoria CLP.1 isolated from   ""Aphanothece stagnina sample"" provided by J. Komarek "	Water, Louvre carp basin	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent 							Paris, France	B	Aerobic	1552
417	PCC 9019	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1990	22°			false		false	false	false		R. Rippka as Pseudanabaena CLP.2 <- (l) J. Komárek as Aphanothece stagnina 	Water, Louvre carp basin	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Paris, France	B	Aerobic	1539
418	PCC 9024	Nostoc	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. M. Nodar Lopez & M. J. Acea as Anabaena 4	Soil, natural soil over limestone pH 8.3	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: + Pigments PEC: - CCA: nd W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd 							Venezuela	B	Aerobic	1547
419	PCC 9025	Nostoc	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. M. Nodar Lopez & M. J. Acea as Anabaena 6	Soil, natural soil over limestone pH 8.3	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd 							Morrocoy, Venezuela	B	Aerobic	1547
420	PCC 9026	Leptolyngbya	Cyanobactéries	PCC	407						22°			false		false	false	false		R. M. Nodar Lopez: strain LPP-B DO4/a <- (l) I. Thiery  	Water, storage basin of purification plant	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd Gas vesicles: permanent, dispersed 							Orly, France	B	Aerobic	1539
421	PCC 9027	Synechocystis	Cyanobactéries	PCC	407					01-01-1990	22°			false		false	false	false		R. Rippka <- l. Thiery	Brackish marshland, Typha habitat	%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: stenohaline N2 fixation: nd Pigments C-PE: + Pigments PEC: - CCA: nd W/D (vegetatives cells): > 3 W/D (transient stages): n/a Motility: permanent Gas vesicles: - 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Fos sur mer, mediterranean coast, France	B	Aerobic	1539
422	PCC 9028	Pseudanabaena	Cyanobactéries	PCC	407					01-01-1990	22°			false		false	false	false		"R. Rippka as Pseudanabaena CLP.6 isolated from ""Aphanothece stagnina sample"" provided by J. Komarek"	Water, Louvre carp basin	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: + Pigments PEC: - CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent Gaz vesicles: permanent, polar 							Paris, France	B	Aerobic	1539
423	PCC 9029	Oscillatoria	Cyanobactéries	PCC	407			Lyngbya kuetzingii	UTEX 1547 as Lyngbya kuetzingii		22°	Arch. Mikrobiol., 1966, 53, 402-412; J. Phycol., 1987, 23 (Suppl.), 1-47; Microbiol., 2005, 151, 1263-1273.		false		false	false	false		R.C. Starr <- M.M. Allen <- E.G. Pringsheim		%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent 								B	Aerobic	1539
424	PCC 9101	Nostoc	Cyanobactéries	PCC	407						22°			false		false	false	false		R. M. Nodar Lopez & M. J. Acea as Anabaena 2	Soil, forest sample 5, pH 5.2	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: + Pigments PEC: - CCA: + W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd 							Tierra de Fuego, Argentina	B	Aerobic	1547
425	PCC 9102	Nostoc	Cyanobactéries	PCC	407						22°			false		false	false	false		R. M. Nodar Lopez & M. J. Acea as Anabaena 5	Soil, forest sample 6 pH 6.6	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: + Pigments PEC: - CCA: + W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd 							Tierra de Fuego, Argentina	B	Aerobic	1547
426	PCC 9103	Nostoc	Cyanobactéries	PCC	407						22°			false		false	false	false		J. Deruelles as Nostoc Benjamin	Pond, sample	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd 							Opoul, Mediterranean coast, France	B	Aerobic	1547
427	PCC 9104	Nostoc	Cyanobactéries	PCC	407						22°			false		false	false	false		R. M. Nodar Lopez & M. J. Acea as Anabaena 3	Soil, water sample	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd 							Galicia, Spain	B	Aerobic	1547
428	PCC 9105	Nostoc	Cyanobactéries	PCC	407					01-01-1989	22°			false		false	false	false		R. M. Nodar Lopez & M. J. Acea: strain LLP-B	Soil, natural sample over limestone pH 8.3	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: + Pigments PEC: - CCA: nd W/D (vegetatives cells): nd W/D (transient stages): nd Motility: nd 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.			Morrocoy, Venezuela	B	Aerobic	1547
429	PCC 9106	Chroococcus	Cyanobactéries	PCC	407			Chroococcus turgidus	CCMEE S24		22°	Arch. Microbiol., 1983, 135, 81-90.		false		false	false	false		R. Rippka <- (l) R. Ocampo-Friedmann <- (l) Baldinger as Chroococcus turgidus 74/S24	Limestone rock, intertidal zone	%G+C: 48.9 Genome size (Gdal): nd Nutrition: photoheterotroph Salt tolerance: marine N2 fixation: anaerobic Pigments C-PE: - Pigments PEC: - CCA: - W/D (vegetatives cells): 28 - 32 W/D (transient stages): n/a Motility: permanent Gas vesicles: - 							Gulf of Elat, Israel	B	Aerobic	1540
430	PCC 9107	Oscillatoria	Cyanobactéries	PCC	407			Oscillatoria tenuis, Phormidium	CCAP 1459/4 as Oscillatoria tenuis;CCALA 156 as Phormidium sp.;UTEX 428 as Oscillatoria tenuis		22°	J. Phycol., 1993, 29 (Suppl. S), 1-106; Microbiol., 2005, 151, 1263-1273.		false		false	false	false		R. Rippka <- (l) R. C. Starr as Oscillatoria tenuis UTEX 428 <- (l) CCAP 1459/4 <- (I) A. Manten: strain Utrecht P 27	Soil, Hortus botanicus	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: permanent 				Notice&nbsp;:&nbsp; This strain is cryopreserved. Thus, a delay of 1 to 4 months is necessary before dispatch.  &nbsp;  &nbsp;			Ultrecht, The Netherlands	B	Aerobic	1539
431	PCC 9108	Arthrospira	Cyanobactéries	PCC	407			Spirulina platensis	CCMP 1295		22°			false		false	false	false		R. A. Lewin as Spirulina platensis	Commercial culture facility	%G+C: nd Genome size (Gdal): nd Nutrition: nd Salt tolerance: euryhaline N2 fixation: nd Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): 8 - 10 W/D (transient stages): n/a Motility: permanent Gas vesicles: permanent, dispersed 							Cheng-hai, Yunnan, China	B	Aerobic	1546
432	PCC 9109	Anabaena	Cyanobactéries	PCC	407					01-01-1988	22°			false		false	false	false		R. M. Nodar Lopez <- (l) R. Rippka as Anabaena PG2 <- M. Magot	Water, lagoon	%G+C: nd Genome size (Gdal): nd Nutrition: nd N2 fixation: aerobic Pigments C-PE: nd Pigments PEC: nd CCA: nd W/D (vegetatives cells): nd W/D (transient stages): n/a Motility: nd Gas vesicles: - 							Port Gentil, Gabon	B	Aerobic	1551
